city,latitude,longitude
Zákány,46.2546,16.94886
Zákányfalu,46.27586,16.94787
Zákányszék,46.27453,19.88975
Zala,46.68481,17.24689
Zala,46.74034,18.00072
Zalaapáti,46.73841,17.10669
Zalabaksa,46.7063,16.55174
Zalabér,46.97221,17.03045
Zalaboldogfa,46.89847,16.76884
Zalacsány,46.80779,17.10766
Zalacséb,46.86187,16.65794
Zalaegerszeg,46.84,16.84389
Zalaegerszeg,46.88303,16.79003
Zalaerdőd,47.05578,17.1377
Zalagyömörő,47.01918,17.22712
Zalahaláp,46.91481,17.46123
Zalaháshágy,46.88932,16.62768
Zalaigrice,46.74724,17.00992
Zalaistvánd,46.91848,16.97896
Zalakaros,46.56514,17.12488
Zalakomár,46.53795,17.18094
Zalaköveskút,46.84868,17.14249
Zalalövő,46.84802,16.5875
Zalameggyes,47.08145,17.21904
Zalamerenye,46.57128,17.0934
Zalasárszeg,46.49433,17.08053
Zalaszabar,46.6413,17.11248
Zalaszántó,46.88833,17.22777
Zalaszegvár,47.0988,17.22362
Zalaszentbalázs,46.59053,16.91771
Zalaszentgrót,46.94474,17.07925
Zalaszentgyörgy,46.87182,16.70436
Zalaszentiván,46.8902,16.89848
Zalaszentjakab,46.48763,17.13001
Zalaszentlászló,46.87726,17.11114
Zalaszentlőrinc,46.91637,16.88674
Zalaszentmárton,46.70423,17.06519
Zalaszentmihály,46.72627,16.94881
Zalaszombatfa,46.63798,16.44362
Zaláta,45.80922,17.89118
Zalatárnok,46.70111,16.75968
Zalaújlak,46.55998,17.07829
Zalavár,46.6684,17.15602
Zalavég,47.00687,17.02493
Zalkod,48.18333,21.46667
Zamárdi,46.88488,17.95366
Zámoly,47.31667,18.4081
Zánka,46.87146,17.68473
Zaránk,47.65,20.11667
Závod,46.39454,18.41635
Zebecke,46.64344,16.68605
Zebegény,47.79977,18.911
Zemplénagárd,48.35739,22.08066
Zengővárkony,46.17258,18.43197
Zichyújfalu,47.13333,18.68333
Zics,46.67912,17.97649
Ziliz,48.25,20.8
Zimány,46.42453,17.90911
Zirc,47.26362,17.87373
Zók,46.00934,18.09689
Zomba,46.41084,18.56577
Zubogy,48.38333,20.58333
Zsadány,46.91667,21.5
Zsáka,47.13333,21.43333
Zsámbék,47.54814,18.72011
Zsámbok,47.54381,19.61048
Zsana,46.40603,19.68148
Zsarolyán,47.94927,22.5911
Zsebeháza,47.51046,17.19111
Zsédeny,47.34195,16.90273
Zselickisfalud,46.27335,17.74224
Zselickislak,46.31086,17.79947
Zselicszentpál,46.30789,17.82054
Zsennye,47.11296,16.81525
Zsira,47.45761,16.67728
Zsombó,46.32566,19.97464
Zsujta,48.5,21.28333
Zsurk,48.41184,22.21955
